Quote,Author
"
      “I'm not going anywhere!"" said Harry fiercely. ""One of my best friends is Muggle-born; she'll be first in line if the Chamber really has been opened...”
  ",JK Rowling
"
      “A tiny little wooden man [was] slowly ascending the steps to a real set of gallows, both perched on a box that read: Reusable Hangman — Spell It Or He’ll Swing!”
  ",JK Rowling
"
      “The world had ended, so why had the battle not ceased, the castle fallen silent in horror, and every combatant laid down their arms?”
  ",JK Rowling
"
      “Yeah, he's off to the Chamber of Secrets for a cup of tea with his fanged servant.”
  ",JK Rowling
"
      “In opening them, he discovered that he had eyes.”
  ",JK Rowling
"
      “Oh, he's not unbalanced,"" said Dumbledore quietly. ""He's just suffered a severe disappointment.”
  ",JK Rowling
"
      “¡Yo! -exclamó Hermione-. ¡Libros! ¡Inteligencia! Hay cosas mucho más importantes, amistad, y valentía y... ¡Oh, Harry, ten cuidado!”
  ",JK Rowling
"
      “There was no waking from this nightmare, no comforting whisper in the dark that he was safe really, that it was all in his imagination; the last and greatest of his protectors had died, and he was more alone than he had ever been.”
  ",JK Rowling
"
      “So the boy…the boy must die?” asked Snape quite calmly.",JK Rowling
"
      “Snape looked horrified. 'You have kept him alive so that he can die at the right moment?'",JK Rowling
"
      “My mother can't have been magic, or she wouldn't have died"", said Riddle”
  ",JK Rowling
"
      “I suspect Nargles are behind it.”
  ",JK Rowling
"
      “Harry, however, had never been less interested in Quidditch; he was rapidly becoming obsessed with Draco Malfoy.”
  ",JK Rowling
"
      “Bisogna chiamare le cose con il loro nome, la paura del nome non fa altro che aumentare la paura della cosa stessa.”
  ",JK Rowling
"
      “Professor Severus Snape was Harry’s least favorite teacher. Harry also happened to be Snape’s least favorite student.”
  ",JK Rowling
"
      “And again Harry understood without having to think. It did not matter about bringing them back, for he was about to join them. He was not really fetching them: They were fetching him.”
  ",JK Rowling
"
      “Howard and Shirley were clothed, always, in an invisible layer of decorum that they never laid aside.”
  ",JK Rowling
"
      “I thought your friend Ron might like this owl, as it's my fault he no longer has a rat.”
  ",JK Rowling
"
      “It is not about striving for immortality, but about accepting mortality.”
  ",JK Rowling
"
      “Help only comes to those who ask for it.”
  ",JK Rowling
"
      “Divination is turning out to be much more trouble than I could have foreseen, never having studied the subject myself.”
  ",JK Rowling
"
      “I thought you weren’t speaking to us?” said Harry. “Yes, don’t stop now,” said Ron, “it’s doing us so much good.”
  ",JK Rowling
"
      “Hasn't your experience with the Time-Turner taught you anything, Harry? The consequences of our actions are always so complicated, so diverse, that predicting the future is a very difficult business indeed...”
  ",JK Rowling
"
      “She kept asking herself whether, if he had looked cleaner, she might have been more concerned; whether, on some subliminal level, she had confused his obvious signs of neglect with street-smartness, toughness and resilience.”
  ",JK Rowling
"
      “Those patient Hufflepuffs are true and unafraid of toil.”
  ",JK Rowling
"
      “What he really wanted (and it felt almost shameful to admit it to himself) was someone like — someone like a ",JK Rowling
"
      “Tell Albus - tell Albus Severus - I'm proud he carries my name.”
  ",JK Rowling
"
      “Professor Mcgonagall: Why is it when something bad happens, it's always you three? Ron: Believe me, professor, I've been asking myself the exact same thing for the past six years.”
  ",JK Rowling
"
      “Krystal flung herself violently off the chair, away from her mother. She was surprised to feel warm liquid flowing down her cheeks, and thought confusedly of blood, but it was tears, only tears, clear and shining on her fingertips when she wiped them away.”
  ",JK Rowling
"
      “Like all young people, you are quite sure that you alone feel and think, you alone recognize danger, you alone are the only one clever enough to realise...”
  ",JK Rowling
"
      “What can you see in mine?” “A load of soggy brown stuff,” said Harry.”
  ",JK Rowling
"
      “MOANING MYRTLE: What did you call me? Do I moan? Am I moaning now? AM I? AM I? SCORPIUS: No, I didn’t mean . . . MOANING MYRTLE: What’s my name? SCORPIUS: Myrtle. MOANING MYRTLE: Exactly — Myrtle. Myrtle Elizabeth Warren — a pretty name — my name — no need for the moaning.”
  ",JK Rowling
"
      “Esa novela surgió de garabatos de papel querida. Los personajes que la habitan no tienen vida fuera de esos garabatos. ¿Qué sucede con ellos? Todos dejan de existir en el momento en que acaba la novela.” Peter Van Houten,”
  ",JK Rowling
"
      “He has never wanted to occupy the throne himself; he prefers the back seat - more room to spread out, you see.”
  ",JK Rowling
"
      “Knocking the shrieking goblins aside like skittles”
  ",JK Rowling
"
      “I will say it again,"" said Dumbledore as the phoenix rose into the air and resettled itself upon the perch beside the door. ""You have shown bravery beyond anything I could have expected of you tonight. Harry. You have shown bravery equal to those who died fighting Voldemort at the height of his powers. You have shouldered a grown wizard's burden and found yourself equal to it - and you have now given us all we have a right to expect. You will come with me to the hospital wing. I do not want you returning to the dormitory tonight. A Sleeping Potion, and some peace . . . Sirius, would you like to stay with him?""",JK Rowling
"
      “The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution. However, I shall answer your questions unless I have a very good reason not to, in which case I beg you'll forgive me. I shall not, of course, lie.”
  ",JK Rowling
"
      “Sirius looked slightly disconcerted for a moment, then said, ""I'll look for him later, I expect I'll find him upstairs crying his eyes out over my mother's old bloomers or something... Of course, he might have crawled into the airing cupboard and died... But I mustn't get my hopes up...”
  ",JK Rowling
"
      “Choosing to live in narrow spaces leads to a form of mental agoraphobia, and that brings its own terrors. I think the willfully unimaginative see more monsters. They are often more afraid. What is more, those who choose not to empathize enable real monsters. For without ever committing an act of outright evil ourselves, we collude with it through our own apathy.”
  ",JK Rowling
"
      “Why spiders? Why couldn't it be 'follow the butterflies'?”
  ",JK Rowling
"
      “He wanted to journey through dark labyrinths and wrestle with the strangeness that lurked within; he wanted to crack open piety and expose hypocrisy; he wanted to break taboos and squeeze wisdom from their bloody hearts; he wanted to achieve a state of amoral grace, and be baptized backwards into ignorance and simplicity.”
  ",JK Rowling
"
      “To be a hero; sometimes, all it takes is having your heart in the right place.”
  ",JK Rowling
"
      “La verdad -Dumbledore suspiró- es una cosa terrible y hermosa, y por lo tanto debe ser tratada con gran cuidado.”
  ",JK Rowling
"
      “For our Hogwarts is in danger from external, deadly foes",JK Rowling
"
      “Dobby cannot let Harry Potter lose his Wheezy!”
  ",JK Rowling
"
      “Bellatrix was still fighting too, fifty yards away from Voldemort, and like her master she dueled three at once: Hermione, Ginny, and Luna, all battling their hardest, but Bellatrix was equal to them, and Harry’s attention was diverted as a Killing Curse shot so close to Ginny that she missed death by an inch — He changed course, running at Bellatrix rather than Voldemort, but before he had gone a few steps he was knocked sideways. “NOT MY DAUGHTER, YOU BITCH!” Mrs. Weasley threw off her cloak as she ran, freeing her arms. Bellatrix spun on the spot, roaring with laughter at the sight of her new challenger. “OUT OF MY WAY!” shouted Mrs. Weasley to the three girls, and with a swipe of her wand she began to duel. Harry watched with terror and elation as Molly Weasley’s wand slashed and twirled, and Bellatrix Lestrange’s smile faltered and became a snarl. Jets of light flew from both wands, the floor around the witches’ feet became hot and cracked; both women were fighting to kill. “No!” Mrs. Weasley cried as a few students ran forward, trying to come to her aid. “Get back! Get back! She is mine!” Hundreds of people now lined the walls, watching the two fights, Voldemort and his three opponents, Bellatrix and Molly, and Harry stood, invisible, torn between both, wanting to attack and yet to protect, unable to be sure that he would not hit the innocent. “What will happen to your children when I’ve killed you?” taunted Bellatrix, as mad as her master, capering as Molly’s curses danced around her. “When Mummy’s gone the same way as Freddie?” “You — will — never — touch — our — children — again!” screamed Mrs. Weasley. Bellatrix laughed, the same exhilarated laugh her cousin Sirius had given as he toppled backward through the veil, and suddenly Harry knew what was going to happen before it did. Molly’s curse soared beneath Bellatrix’s outstretched arm and hit her squarely in the chest, directly over her heart. Bellatrix’s gloating smile froze, her eyes seemed to bulge: For the tiniest space of time she knew what had happened, and then she toppled, and the watching crowd roared, and Voldemort screamed.”
  ",JK Rowling
"
      “I mean, normally, being in lockdown, being in constant detention, it’d break me, but now — what’s the worst they can do? Bring back Moldy Voldy and have him torture me? Nope.”
  ",JK Rowling
"
      “ALBUS And I know I’ll always be Harry Potter’s son – and I will sort that out in my head – and I know compared to you my life is pretty good really and that he and I are comparatively lucky and— SCORPIUS (interrupting) Albus, as apologies go this is wonderfully fulsome, but you’re starting to talk more about you than me again, so probably better to quit while you’re ahead. ALBUS smiles and stretches out a hand.”
  ",JK Rowling
"
      “Why was she always so craven, so apologetic? He had always seen Ruth as separate, good and untainted. As a child, his parents had appeared to him as starkly black and white, the one bad and frightening, the other good and kind. Yet as he had grown older, he kept coming up hard in his mind against Ruth's willing blindness, to her constant apologia for his father, to the unshakeable allegiance to her false idol.”
  ",JK Rowling
"
      “Harry then did something that was both very brave and very stupid”
  ",JK Rowling
"
      “Reminds me, reminds us that though we may come from different places, speak in different tongues, our hearts beat as one.”
  ",JK Rowling
"
      “The Ministry places a rather higher value on my life than yours, I’m afraid.”
  ",JK Rowling
"
      “Wow, I wonder what it'd be like to have a difficult life?”
  ",JK Rowling
"
      “I think the only reason I never lost my mind is that I knew I was innocent. That wasn't a happy thought, so the dementors couldn't suck it out of me...but it kept me sane and knowing who I am...helped me keep my powers...”
  ",JK Rowling
"
      “El mundo no se divide en gente buena y mala; todos tenemos luz y oscuridad dentro de nosotros, lo que importa es la parte a la que obedecemos, eso es lo que realmente somos” Sirius Black.”
  ",JK Rowling
"
      “If you rip, tear, shred, bend, fold, deface, disfigure, smear, smudge, throw, drop, or in any other manner damage, mistreat, or show lack of respect towards this book, the consequences will be as awful as it is within my power to make them.”
  ",JK Rowling
"
      “Every hour that passed added to her grief, because it bore her further away from the living man, and because it was a tiny foretaste of the eternity she would have to spend without him. Again and again she found herself forgetting, for the space of a heartbeat, that he was gone forever and that she could not turn to him for comfort.”
  ",JK Rowling
"
      “But, dear, if he got lost, how would we ever explain to his aunt and uncle?”",JK Rowling
"
      “There’s a way of doing it!” Hermione said crossly. “There just has to be!” She seemed to be taking the library’s lack of useful information on the subject as a personal insult; it had never failed her before.”
  ",JK Rowling
"
      “Wenn wir träumen, betreten wir eine Welt, die ganz und gar uns gehört. <3”
  ",JK Rowling
"
      “When all this is over, we'll be a proper family. ",JK Rowling
"
      “Life is not a check-list of acquisition or achievement.”
  ",JK Rowling
"
      “Follow the spiders,” said Ron weakly, wiping his mouth on his sleeve. “I’ll never forgive Hagrid. We’re lucky to be alive.” “I bet he thought Aragog wouldn’t hurt friends of his,” said Harry. “That’s exactly Hagrid’s problem!” said Ron, thumping the wall of the cabin. “He always thinks monsters aren’t as bad as they’re made out, and look where it’s got him! A cell in Azkaban!”
  ",JK Rowling
"
      “I stopped pretending to myself that I was anything other than what I was, and began to direct all my energy into finishing the only work that mattered to me.”
  ",JK Rowling
"
      “What do they think they’re doing, keeping a thing like that locked up in a school?” said Ron finally. “If any dog needs exercise, that one does.”
  ",JK Rowling
"
      “And no wonder we couldn’t find Flamel in that Study of Recent Developments in Wizardry,” said Ron. “He’s not exactly recent if he’s six hundred and sixty-five, is he?”
  ",JK Rowling
"
      “The forest hides many secrets.”
  ",JK Rowling
"
      “Don’t you call me an idiot!” said Neville. “I don’t think you should be breaking any more rules! And you were the one who told me to stand up to people!” “Yes, but not to us,” said Ron in exasperation.”
  ",JK Rowling
"
      “Poor Crookshanks, that witch said he’d been in there for ages; no one wanted him.” “I wonder why,” said Ron sarcastically as they set off toward the Leaky Cauldron.”
  ",JK Rowling
"
      “Palavras são, na minha nada humilde opinião, nossa inesgotável fonte de magia. Capazes de formar grandes sofrimentos e também de remedia-los.”
  ",JK Rowling
"
      “We all know that the people we love are mortal, we all know we’re mortal, we know it’s going to end; you cannot prepare yourself for it.”
  ",JK Rowling
"
      “Yeh always wait fer the Hippogriff ter make the first move,' Hagrid continued. 'It's polite, see? Yeh walk towards him, and yeh bow, an' yeh wait. If he bows back, yeh're allowed to touch him. If he doesn' bow, then get away from him sharpish, 'cause those talons hurt.”
  ",JK Rowling
"
      “The house-elves of Hogwarts swarmed into the entrance hall, screaming and waving carving knives and cleavers, and at their head, the locket of Regulus Black bouncing on his chest, was Kreacher, his bullfrog’s voice audible even above this din: “Fight! Fight! Fight for my Master, defender of house-elves! Fight the Dark Lord, in the name of brave Regulus! Fight!”
  ",JK Rowling
"
      “You have to kill a lot of trees before you write anything good.”
  ",JK Rowling
"
      “Nie wierzę! Nie wierzę! Och, Ron, to cudownie! 'Prefekt! Jak każdy w tej rodzinie!'",JK Rowling
"
      “Harry felt winded, as though he had just walked into something heavy. He had last seen those cool gray eyes through slits in a Death Eater’s hood, and last heard that man’s voice jeering in a dark graveyard while Lord Voldemort tortured him. He could not believe that Lucius Malfoy dared look him in the face; he could not believe that he was here, in the Ministry of Magic, or that Cornelius Fudge was talking to him, when Harry had told Fudge mere weeks ago that Malfoy was a Death Eater.”
  ",JK Rowling
"
      “Powerful infatuations can be induced by the skilful potioneer, but never yet has anyone managed to create the truly unbreakable, eternal, unconditional attachment that alone can be called Love”
  ",JK Rowling
"
      “Your great puddin' of a son don' need fattin' anymore Dursley, don't worry”
  ",JK Rowling
"
      “but I gotta tell yeh, I thought you two’d value yer friend more’n broomsticks or rats. Tha’s all.”
  ",JK Rowling
"
      “For that was the terrible power of the dementors: to force their victims to relive the worst memories of their lives, and drown, powerless, in their",JK Rowling
"
      “And while I'm sure they're very admirable and brave and all the rest of it, I don't personally fancy the mortality rate -”
  ",JK Rowling
"
      “It took me a long time to discover your weakness, Albus Potter. I thought it was pride, I thought it was the need to impress your father, but then I realised your weakness was the same as your father's - friendship.”
  ",JK Rowling
"
      “Harry...You wonderful boy. You brave, brave man. Let us walk.”
  ",JK Rowling
"
      “Luna didn't seem perturbed by Ron's rudeness; on the contrary, she simply watched him for a while as though he were a mildly interesting television programme.”
  ",JK Rowling
"
      “Urgh — essence of Millicent Bulstrode.”
  ",JK Rowling
"
      “That thing has a name?”
  ",JK Rowling
"
      “Bed rest and a large steaming mug of hot chocolate. I always find that cheers me up.”
  ",JK Rowling
"
      “Voldemort uses people his enemies are close to. He's already used you as bait once, and that was just because you're my best friend's sister. Think how much danger you'll be in if we keep this up. He'll know, he'll find out. He'll try and get to me through you.”
  ",JK Rowling
"
      “Hang on a moment!” said Ron sharply. “We’ve forgotten someone!” “Who?” asked Hermione. “The house-elves, they’ll all be down in the kitchen, won’t they?” “You mean we ought to get them fighting?” asked Harry. “No,” said Ron seriously, “I mean we should tell them to get out. We don’t want any more Dobbies, do we? We can’t order them to die for us —” There was a clatter as the basilisk fangs cascaded out of Hermione’s arms. Running at Ron, she flung them around his neck and kissed him full on the mouth. Ron threw away the fangs and broomstick he was holding and responded with such enthusiasm that he lifted Hermione off her feet. “Is this the moment?” Harry asked weakly, and when nothing happened except that Ron and Hermione gripped each other still more firmly and swayed on the spot, he raised his voice. “OI! There’s a war going on here!”
  ",JK Rowling
"
      “Dinner, Nagini.”
  ",JK Rowling
"
      “When you were straight, evil thoughts and memories came pouring up out of the darkness inside you; buzzing black flies clinging to the insides of your skull.”
  ",JK Rowling
"
      “Haber sido amado tan profundamente, aunque esa persona que nos amó no esté, nos deja para siempre una protección.”
  ",JK Rowling
"
      “Grief, it seemed, drove Voldemort out...though Dumbledore, of course, would have said that it was love.”
  ",JK Rowling
"
      “Hmph,” snorted Professor McGonagall. “It’s high time your grandmother learned to be proud of the grandson she’s got, rather than the one she thinks she ought to have — particularly after what happened at the Ministry.” Neville turned very pink and blinked confusedly; Professor McGonagall had never paid him a compliment before.”
  ",JK Rowling
"
      “Only a week away!” said Ernie Macmillan of Hufflepuff, emerging from the crowd, his eyes gleaming. “I wonder if Cedric knows? Think I’ll go and tell him. . . .” “Cedric?” said Ron blankly as Ernie hurried off. “Diggory,” said Harry. “He must be entering the tournament.” “That idiot, Hogwarts champion?” said Ron as they pushed their way through the chattering crowd toward the staircase. “He’s not an idiot. You just don’t like him because he beat Gryffindor at Quidditch,” said Hermione. “I’ve heard he’s a really good student — and he’s a prefect.” She spoke as though this settled the matter. “You only like him because he’s handsome,” said Ron scathingly. “Excuse me, I don’t like people just because they’re handsome!” said Hermione indignantly. Ron gave a loud false cough, which sounded oddly like “Lockhart!”
  ",JK Rowling
"
      “Pity you can't attach an extra arm to your [broom], Malfoy. Then it could catch the Snitch for you.”
  ",JK Rowling
"
      “Orang yang paling bahagia di dunia adalah orang yang bisa menggunakan Cermin Tarsah seperti cermin biasa, yaitu, kalau dia memandang cermin itu dia hanya melihat dirinya seperti apa adanya. (Albus Dumbledore)”
  ",JK Rowling
"
      “That,"" said Harry, ""is a really good question.”
  ",JK Rowling
"
      “Harry took a deep, steadying breath and then said, “Okay, I can’t see the World Cup. Can I go now, then? Only I’ve got a letter to Sirius I want to finish. You know — my godfather.” He had done it. He had said the magic words. Now he watched the purple recede blotchily from Uncle Vernon’s face, making it look like badly mixed black currant ice cream. “You’re — you’re writing to him, are you?” said Uncle Vernon, in a would-be calm voice — but Harry had seen the pupils of his tiny eyes contract with sudden fear. “Well — yeah,” said Harry, casually. “It’s been a while since he heard from me, and, you know, if he doesn’t, he might start thinking something’s wrong.” He stopped there to enjoy the effect of these words. He could almost see the cogs working under Uncle Vernon’s thick, dark, neatly parted hair. If he tried to stop Harry writing to Sirius, Sirius would think Harry was being mistreated. If he told Harry he couldn’t go to the Quidditch World Cup, Harry would write and tell Sirius, who would know Harry was being mistreated. There was only one thing for Uncle Vernon to do. Harry could see the conclusion forming in his uncle’s mind as though the great mustached face were transparent. Harry tried not to smile, to keep his own face as blank as possible. And then — “Well, all right then. You can go to this ruddy … this stupid … this World Cup thing. You write and tell these — these Weasleys they’re to pick you up, mind. I haven’t got time to go dropping you off all over the country. And you can spend the rest of the summer there. And you can tell your — your godfather … tell him … tell him you’re going.” “Okay then,” said Harry brightly.”
  ",JK Rowling
"
      “The exceptions were two men a little ahead of them, standing just outside the Three Broomsticks. One was very tall and thin; squinting through his rain-washed glasses Harry recognized the barman who worked in the other Hogsmeade pub, the Hog’s Head. As Harry, Ron, and Hermione drew closer, the barman drew his cloak more tightly around his neck and walked away, leaving the shorter man to fumble with something in his arms. They were barely feet from him when Harry realized who the man was.",JK Rowling
"
      “DUMBLEDORE (sotto voce) Regret is my constant companion. Do not let it become yours.”
  ",JK Rowling
"
      “The corridor dissolved, and the scene took a little longer to reform: Harry seemed to fly through shifting shapes and colors until his surroundings solidified again and he stood on a hilltop, forlorn and cold in the darkness, the wind whistling through the branches of a few leafless trees. The adult Snape was panting, turning on the spot, his wand gripped tightly in his hand, waiting for something or for someone… His fear infected Harry too, even though he knew that he could not be harmed, and he looked over his shoulder, wondering what it was that Snape was waiting for —",JK Rowling
"
      “If his surroundings could have reflected the feelings inside him, the pictures would have been screaming in pain.”
  ",JK Rowling
"
      “This was their first encounter with the fact that a full stomach meant good spirits; an empty one, bickering and gloom.”
  ",JK Rowling
"
      “Tessa fought down an impulse to snap. Colin had a habit of making sweeping judgements based on first impressions, on single actions. He never seemed to grasp the immense mutability of human nature, nor to appreciate that behind every nondescript face lay a wild and unique hinterland like his own.”
  ",JK Rowling
"
      “Harry did not really listen. A warmth was spreading through him that had nothing to do with the sunlight; a tight obstruction in his chest seemed to be dissolving. He knew that Ron and Hermione were more shocked than they were letting on, but the mere fact that they were still there on either side of him, speaking bracing words of comfort, not shrinking from him as though he were contaminated or dangerous, was worth more than he could ever tell them.”
  ",JK Rowling
"
      “SO WHAT"" Harry shouted. ""Don't you understand? If Snape gets hold of the Stone, Voldemort's coming back! Haven't you heard what it was like when he was trying to take over? There won't be any Hogwarts to get expelled from! He'll flatten it, or turn it into a school for the Dark Arts! Losing points doesn't matter anymore, can't you see? Do you think he'll leave you and your families alone if Gryffindor wins the house cup? If I get caught before I can get to the Stone, well, I'll have to go back to the Dursleys and wait for Voldemort to find me there, it's only dying a bit later than I would have, because I'm never going over to the Dark Side!”
  ",JK Rowling
"
      “He often got sympathy from strangers for being an orphan, but as he listened to Neville’s snores, he thought that Neville deserved it more than he did.”
  ",JK Rowling
"
      “La Indiferencia y la Frialdad, a veces, causan mucho más daño que la adversidad declarada”
  ",JK Rowling
"
      “La grandeza inspira envidia, la envidia rencor y el rencor mentiras”
  ",JK Rowling
"
      “I noticed, in my search of the park, that considerable damage seems to have been done to a very valuable Whomping Willow,” Snape went on. “That tree did more damage to us than we —” Ron blurted out. “Silence!” snapped Snape”
  ",JK Rowling
"
      “But that's - I'm sorry, but that's completely ridiculous! How can I ",JK Rowling
"
      “He was supposed to be turning a beetle into a button, but all he managed to do was give his beetle a lot of exercise as it scuttled over the desktop avoiding his wand.”
  ",JK Rowling
"
      “Ultimately, we all have to decide for ourselves what constitutes failure, but the world is quite eager to give you a set of criteria if you let it.”
  ",JK Rowling
"
      “Percy wouldn’t recognize a joke if it danced naked in front of him wearing Dobby’s tea cozy.”
  ",JK Rowling
"
      “You don't seek power or popularity. You simply ask, is the thing right in itself? If it is, then I must do it, no matter the cost.”
  ",JK Rowling
"
      “He raised his hand automatically and tried to make his hair lie flat. “You’re fighting a losing battle there, dear,” said his mirror in a wheezy voice.”
  ",JK Rowling
"
      “Ron: [mimicking Hermione] ""It's Levi-OOOOH-sa not LevioSAR."" She's a nightmare, honestly. It's no wonder she hasn't got any friends!”
  ",JK Rowling
"
      “What a beautiful place to be with friends. Dobby is happy to be with his friend... Harry Potter...”
  ",JK Rowling
"
      “HOGWARTS SCHOOL of WITCHCRAFT and WIZARDRY Headmaster: Albus Dumbledore (Order of Merlin, First Class, Grand Sorc., Chf. Warlock, Supreme Mugwump, International Confed. of Wizards) Dear Mr. Potter, We are pleased to inform you that you have been accepted at Hogwarts School of Witchcraft and Wizardry. Please find enclosed a list of all necessary books and equipment. Term begins on September 1. We await your owl by no later than July 31. Yours sincerely, Minerva McGonagall, Deputy Headmistress”
  ",JK Rowling
"
      “How thick would Harry have to be, to go looking for a nutter who wants to kill him?” said Ron shakily.”
  ",JK Rowling
"
      “But he’s there! Potter’s ",JK Rowling
"
      “Don't be stupid,"" Hermione snapped, starting to pound up her beetles again. ""No,it's just. . . how did she know Viktor asked me to visit him over the summer?"" Hermione blushed scarlet as she said this and determinedly avoided Ron's eyes.",JK Rowling
"
      “Yeah, it will,’ said Ron fiercely. ‘You won’t have to do all the work alone this time, Hermione. I’ll help.’",JK Rowling
"
      “But the thing that was lowering Harry’s spirits most of all was the prospect of returning to the Dursleys. For maybe half an hour, a glorious half hour, he had believed he would be living with Sirius from now on … his parents’ best friend. … It would have been the next best thing to having his own father back. And while no news of Sirius was definitely good news, because it meant he had successfully gone into hiding, Harry couldn’t help feeling miserable when he thought of the home he might have had, and the fact that it was now impossible.”
  ",JK Rowling
"
      “Harry -",JK Rowling
"
      “They were the reason that he kept faith with his stars, that reinforced him in his belief that the universe had more in store for him than the mug's game of working for a modest salary until he retired or died,”
  ",JK Rowling
"
      “Keep calm and go to the library”
  ",JK Rowling
"
      “Interesting theory. Has anyone ever tried sticking a sword in Voldemort? Maybe the Ministry should put some people onto that, instead of wasting their time stripping down Deluminators or covering up breakouts from Azkaban...”
  ",JK Rowling
"
      “When Mr. and Mrs. Dursley woke up on the dull, gray Tuesday our story starts, there was nothing about the cloudy sky outside to suggest that strange and mysterious things would soon be happening all over the country.”
  ",JK Rowling
"
      “Neden hep örümcekler? Neden 'kelebekleri takip edin' değil?”
  ",JK Rowling
"
      “Spiders... the spiders... they want me to tap-dance. And I don't want to tap-dance!”
  ",JK Rowling
"
      “I just write what I wanted to write. I write what amuses me. It's totally for myself. I never in my wildest dreams expected this popularity.”
  ",JK Rowling
"
      “The thing about growing up with Fred and George,” said Ginny thoughtfully, “is that you sort of start thinking anything’s possible if you’ve got enough nerve.”
  ",JK Rowling
"
      “You're joking, Perce! You are actually joking, Percy... I don't think I've heard you joke since you were-”
  ",JK Rowling
"
      “This boy will be famous. There won't be a child in our world who doesn't know his name.”
  ",JK Rowling
"
      “Working hard is important. But there’s something that matters even more. Believing in yourself.”
  ",JK Rowling
"
      “Trained in combat?"" repeated Harry incredulously. ""What does he think we're doing here, forming some sort of wizard army?""",JK Rowling
"
      “Well?” said Professor McGonagall, rounding on him. “Is this true?” “Is what true?” Harry asked, rather more aggressively than he had intended. “Professor?” he added in an attempt to sound more polite. “Is it true that you shouted at Professor Umbridge?” “Yes,” said Harry. “You called her a liar?” “Yes.” “You told her He-Who-Must-Not-Be-Named is back?” “Yes.” Professor McGonagall sat down behind her desk, frowning at Harry. Then she said, “Have a biscuit, Potter.” “Have — what?” “Have a biscuit,” she repeated impatiently, indicating a tartan tin of cookies lying on top of one of the piles of papers on her desk.”
  ",JK Rowling
"
      “I hope that even if you remember not a single word of mine, you remember those of Seneca, another of those old Romans I met when I fled down the Classics corridor, in retreat from career ladders, in search of ancient wisdom:",JK Rowling
"
      “Oh, no, sir, no,' said Dobby, looking suddenly serious. 'Tis part of the house-elf's enslavement, sir. We keeps their secrets and our silence, sir, we upholds the family's honour, and we never speaks ill of them - though Professor Dumbledore told Dobby he does not insist upon this. Professor Dumbledore said we is free to - to' Dobby looked suddenly nervous, and beckoned Harry closer. Harry bent forwards. Dobby whispered, 'He said we is free to call him a - a barmy old codger if we likes, sir!' Dobby gave a frightened sort of giggle.”
  ",JK Rowling
"
      “Uncle Vernon made another funny noise, like a mouse being trodden on.”
  ",JK Rowling
"
      “Alors, Hermione, tu admires toujours autant Lockhart, maintenant? dit Ron à travers le rideau. Si Harry avait eu envie d'être transformé en mollusque, il l'aurait demandé.",JK Rowling
"
      “You've been popping into the fire every hour?' Harry said, half laughing.",JK Rowling
"
      “And as she jogged out of sight, they could hear her muttering, ""Tentacula. Devil's Snare. And Snargaluff pods. Yes, I'd like to see Death Eaters fighting those.”
  ",JK Rowling
"
      “You shouldn't have done that.”
  ",JK Rowling
"
      “Don't eat cheese before baking to cows”
  ",JK Rowling
"
      “Harry dreamed he was back in the DA room. Cho was accusing him of luring her there under false pretences; she said he had promised her a hundred and fifty Chocolate Frog Cards if she showed up. Harry protested... Cho shouted, 'Cedric gave me loads of Chocolate Frog Cards, look!' And pulled out fistfuls of Cards from inside her robes and threw them into the air. Then she turned into Hermione, who said, 'You did promise her, you know, Harry... I think you'd better give her something else instead... how about your Firebolt?'",JK Rowling
"
      “Harry arrived early in the Room of Requirement for the last DA meeting before the holidays and was very glad he had, because when the torches burst into flame he saw that Dobby had taken it upon himself to decorate the place for Christmas. He could tell the elf had done it, because nobody else would have strung a hundred golden baubles from the ceiling, each showing a picture of Harry's face and bearing the legend: 'HAVE A VERY HARRY CHRISTMAS!”
  ",JK Rowling
"
      “Mad-Eye Moody?” said George thoughtfully, spreading marmalade on his toast. “Isn’t he that nutter —” “Your father thinks very highly of Mad-Eye Moody,” said Mrs. Weasley sternly. “Yeah, well, Dad collects plugs, doesn’t he?” said Fred quietly as Mrs. Weasley left the room. “Birds of a feather …” “Moody was a great wizard in his time,” said Bill. “He’s an old friend of Dumbledore’s, isn’t he?” said Charlie. “Dumbledore’s not what you’d call normal, though, is he?” said Fred. “I mean, I know he’s a genius and everything...”
  ",JK Rowling
"
      “The sight of a tree at night full of glowing Clabbert lifestyles, while decorative, attracted too many Muggles wishing to ask why their neighbours still had their Christmas lights up in June.”
  ",JK Rowling
"
      “Draco Dormiens Nunquam Titillandus”
  ",JK Rowling
"
      “The difficult thing, the glorious thing, was to be who you really were, even if that person was cruel or dangerous, particularly if cruel and dangerous. There was courage in not disguising the animal you happened to be.”
  ",JK Rowling
"
      “Ministry of magic?' bellowed Uncle Vernon. 'People like you in government? Oh this explains everything, everything, no wonder the country's going to the dogs...”
  ",JK Rowling
"
      “And the Slytherins don’t need a spy, Oliver,” said George. “What makes you say that?” said Wood testily. “Because they’re here in person,” said George, pointing.”
  ",JK Rowling
"
      “Professor Lupin?” he said. “If you knew my dad, you must’ve known Sirius Black as well.” Lupin turned very quickly. “What gives you that idea?” he said sharply.”
  ",JK Rowling
"
      “She's alive, but only just.”
  ",JK Rowling
"
      “He sobbed in desperation at the burden of fear he carried with him every day of his life.”
  ",JK Rowling
